"region_id","min_absolute_no2","min_relative_no2","min_absolute_o3","min_relative_o3","min_absolute_pm10","min_relative_pm10","min_absolute_pm25","min_relative_pm25","min_relative_traffic_mapbox","min_relative_traffic_apple","min_relative_traffic_tomtom","avg_absolute_no2","avg_relative_no2","avg_absolute_o3","avg_relative_o3","avg_absolute_pm10","avg_relative_pm10","avg_absolute_pm25","avg_relative_pm25","avg_relative_traffic_mapbox","avg_relative_traffic_apple","avg_relative_traffic_tomtom"
"glasgow",-28.8093843884503,-0.826761499261975,-13.3442624265712,-0.180477365209739,-12.9635500628787,-0.568852248222321,-6.71434433477486,-0.631771252341623,-0.777722598615541,-0.8699,-0.785714285714286,-17.9927402877474,-0.542092270089208,10.1008723508601,0.261339606541165,-2.19922762905217,-0.157864862468748,-1.15609555996446,-0.156673244561504,-0.48895684062783,-0.638161904761905,-0.653343428014481
"warrington",-24.0187705749777,-0.819892274945382,,,-14.3792451209879,-0.547132362403304,-9.45987209627925,-0.752801177572844,-0.744647086735407,,,-12.9751739947523,-0.525596378401266,,,0.890960894471716,0.0568524216974215,-2.50963337606155,-0.202766584312668,-0.558835963755902,,
"leeds",-24.3753552611652,-0.835344817065519,-41.8136587875297,-0.392073281563287,-9.27217469195423,-0.474714459625434,-10.9694575595915,-0.66816829352826,,-0.8289,,-13.3378138552421,-0.511159733186528,7.52409394039919,0.197117394965459,1.22438149843163,0.0936425827837875,-1.28100969750076,-0.08307243433494,,-0.595431547619048,
"exeter",-32.3012381624193,-0.801024384420276,-11.796601249606,-0.2119704269012,,,,,,,,-18.3511336317551,-0.50968968431045,10.6058025644276,0.275658953675628,,,,,,,
"oxford",-26.0919091821363,-0.830705925819867,,,-12.5204295120617,-0.638367022119551,-9.83865203474488,-0.693894825818653,,,,-14.3002410704313,-0.507155951433915,,,-2.29763312689384,-0.143079056780154,-2.52018599070858,-0.204487483104249,,,
"belfast",-30.8679274702645,-0.761019623773454,-11.417482486421,-0.352692611544448,-11.8305232592644,-0.514892877274181,-13.9134129104243,-0.748893087461926,-0.727789934354486,-0.877,-0.85,-16.371473617279,-0.455815003191725,14.1709732055914,0.336751126075587,-1.7525836220075,-0.0937103576000693,-5.57990194405868,-0.424881902997849,-0.502228519226085,-0.640916071428571,-0.640913450705827
"york",-19.6506581039794,-0.787384947071478,,,-10.1075597880676,-0.382688851291988,-8.09464828776172,-0.644866493541941,-0.743888539970495,,,-9.72248994713964,-0.452812522094105,,,2.34040523186121,0.150832672161188,-0.457332466330675,-0.0543742348143882,-0.568320597701487,,
"reading",-30.170671136707,-0.75618073883828,-28.5037932659527,-0.320956431944603,-9.04254533187619,-0.406824717131809,-9.15772737742494,-0.778913734817624,-0.806750885575042,-0.8643,-0.878787878787879,-15.6204079314176,-0.450523007122822,7.80458803492644,0.198913835521023,4.09966775466726,0.21572537259726,-0.878364130916619,-0.118512355449186,-0.588637336425835,-0.6688125,-0.704542820332294
"nottingham",-22.9469383194935,-0.711970919572208,-29.2524412820205,-0.332788208464623,-17.6908777270862,-0.651519650514614,-10.3497475882764,-0.630051619300312,-0.814372171929997,-0.8579,-0.794117647058823,-11.5625667729391,-0.444225925000941,8.2811259615683,0.174953395088613,-3.82962694220996,-0.162620181137856,-1.33501089266025,-0.0963097666265894,-0.644253148562396,-0.6762875,-0.587995539030247
"cambridge",-21.4074065652565,-0.844514468884207,,,,,,,,,,-9.87034521119427,-0.442311836471266,,,,,,,,,
"plymouth",-22.0114811254185,-0.809812898064466,-23.9770827230921,-0.241243385363613,-21.1121138414221,-0.655409140342528,-13.848886259101,-0.673131895555294,-0.680861736371271,,,-8.30297768177739,-0.432771709308192,12.0735003882167,0.256348577675614,-1.52836305064321,-0.0269291933027606,0.482346751221197,0.0731372266189652,-0.50364929523131,,
"chatham",-21.8004234597158,-0.910173224961855,,,-16.0347593674697,-0.519496229684255,-17.4896852429148,-0.721882414579482,-0.743394038691789,,,-8.9626725159331,-0.431287055425304,,,0.184960605779011,-0.0105240036289595,-0.69396111961623,-0.0359498051655672,-0.528890202324636,,
"sunderland",-17.2576916856556,-0.775807084643755,-22.9249294125391,-0.312223176661549,-6.84037447159468,-0.533069867676679,-15.2325290301864,-0.832893016718503,,,,-6.3543608876928,-0.395051745461346,1.42945422821706,0.0433896472007338,5.30885951555871,0.508243880465649,-3.16061600748935,-0.256250432878616,,,
"luton",-39.9764142022874,-0.73594059939539,,,,,,,-0.828579822495581,,,-19.0308002297414,-0.392526429170651,,,,,,,-0.671239760266476,,
"liverpool",-20.897901865408,-0.765070158331499,-15.8785462059893,-0.276441904693816,-17.6879778119321,-0.517124251565664,-12.816344420381,-0.727662438573875,,-0.8693,-0.78125,-8.49295576100038,-0.388364831996172,11.1808289826291,0.232182821096267,-3.38597349817984,-0.111572489388593,-2.27971920555035,-0.189647125808011,,-0.628098214285714,-0.56140135878913
"derby",-27.4489038240456,-0.68141291015557,,,,,,,-0.733263317046936,,,-11.4506956414589,-0.386719620135637,,,,,,,-0.524768392527887,,
"manchester",-23.7587413813156,-0.672066433700811,-9.84861873840753,-0.164408701612932,-13.731644095275,-0.507650559678993,-9.11208194919713,-0.632848324444051,-0.707207808138858,-0.8536,-0.871794871794872,-9.5010850270381,-0.378010020222604,9.64957981578539,0.220375348721812,-3.09289250136692,-0.127578672222273,-2.22117262763929,-0.16747582555707,-0.529305171245782,-0.6284125,-0.695677928572665
"coventry",-21.9078779745209,-0.725633192707468,-22.0995391787151,-0.263378115852787,-17.2921955895072,-0.636394970934885,-12.6807898060464,-0.642009199514673,,,-0.870967741935484,-9.20243437680384,-0.377840326673218,6.24375608501349,0.136784306359472,-4.8225516078504,-0.223831588957892,-4.20373044517769,-0.308113284294205,,,-0.735929671158873
"swansea",-14.8340466951048,-0.812041099632411,-18.2679921195958,-0.228535237517545,-7.55128627611343,-0.47382673210645,-9.22480355875967,-0.736611552698747,-0.729648314472076,,-0.82051282051282,-7.01133714504358,-0.377609159874392,5.68455301523549,0.103862748892045,3.3324993161891,0.154342919862675,-1.01778837328352,-0.119323609785231,-0.514021834424159,,-0.623869668200164
"swindon",-15.4435737396255,-0.741677924402859,,,,,,,-0.753731860256793,,,-5.09477314618048,-0.376616178322174,,,,,,,-0.555119737234996,,
"london",-27.4847426389521,-0.666715911203875,-15.8077775208212,-0.213889211926938,-27.3177564165056,-0.570370295506485,-19.9150457579996,-0.643107822386954,-0.82150140284282,-0.8879,-0.848484848484849,-13.4193022458338,-0.365391941819561,13.4552671072615,0.33208175114177,-3.84324163912993,-0.140894979871294,-1.44839200151376,-0.0886323395533505,-0.71616478681342,-0.720944047619048,-0.675106555180023
"blackpool",-13.0917294561837,-0.81363127764333,-26.9653515896905,-0.329426598457085,-8.87322872078211,-0.632752192626808,-23.98795101013,-0.814408776005252,-0.726113106392637,,,-4.44790780421104,-0.359266196219628,4.53266208427389,0.0873882334417708,2.77823058501343,0.19716270485977,-5.80461653867034,-0.271089370569929,-0.53626106157955,,
"birkenhead",-20.186510256395,-0.716436102858383,-30.1054116063501,-0.401983026354871,-10.9118681159626,-0.730736374326769,-15.5360045241445,-0.748305008692931,,,,-7.68590654606124,-0.358289795349537,4.91674439736223,0.0973539907017485,3.05808628812328,0.20520121594012,-2.25520580713323,-0.146036981473089,,,
"bristol",-23.7935105920566,-0.807621728877857,-21.9716660019945,-0.242864744597614,-14.0789779218359,-0.52893101543832,-10.7160175239924,-0.669429593710094,-0.737479082984385,-0.8842,-0.86046511627907,-9.68948321318878,-0.357813741961864,6.91340359227551,0.176616329124019,1.42667769208156,0.0615045991520995,-0.164323603735825,-0.036543543451019,-0.527615840610172,-0.696097619047619,-0.661003020856142
"bradford",-44.1257372802088,-0.761551616388359,,,,,,,,-0.812,,-20.4464237827022,-0.357429419111295,,,,,,,,-0.496688095238095,
"birmingham",-19.0579966388966,-0.728652537073651,-25.6045888909386,-0.305235913550926,-17.6341761218974,-0.590967853023629,-15.9893979088676,-0.592532739229966,-0.756057423685645,-0.8349,-0.885714285714286,-8.5682837428182,-0.355190743712553,1.18051944314437,0.0415667903332068,-4.74468560020347,-0.232971307468574,-3.90250537402584,-0.275247397581066,-0.599821569414665,-0.617917261904762,-0.701641702215988
"barnsley",-16.7084336083114,-0.680359680512172,-32.9985075536463,-0.361240363767076,,,,,,,,-6.2277434402133,-0.353338977862343,0.818540003451,0.055961657866116,,,,,,,
"wigan",-19.1230755540179,-0.784061388732692,-19.7572148974691,-0.313402156710076,-6.960423704053,-0.525643120565163,-11.5752436298923,-0.693232006321358,,,,-5.85715820009557,-0.350610693120375,5.46359059375877,0.14552642387366,3.15856822761168,0.189403934991825,-2.70165046967861,-0.210514283837897,,,
"southend",-20.683977068313,-0.779246971830581,-18.7159919747042,-0.243278966699115,-3.82109002900618,-0.354480003295545,-11.2259439423594,-0.60021924963123,-0.721524631427544,,,-6.64360571742436,-0.345228487911841,9.35690787633105,0.207655263091729,6.92426064074134,0.565647451431,-1.17784657354315,-0.11393219019902,-0.52176654391251,,
"others",-10.5075462770447,-0.63195208210769,-13.6549829843715,-0.168380355167112,-7.94164089117274,-0.441740739264089,-6.45822264305861,-0.578893707193059,,,,-5.85277109299899,-0.344444240637864,4.77884933153378,0.0792095346057649,-1.00776029831008,-0.0603425872976276,-0.244783661744974,-0.0378805696424603,,,
"portsmouth",-19.0107714343337,-0.809296483300986,,,-13.7989978895104,-0.492643979848819,,,-0.720725942687104,-0.801,-0.806451612903226,-7.2214091580614,-0.340204252649396,,,3.21585855807074,0.154555291491617,,,-0.540399440563028,-0.543160119047619,-0.593677738867009
"telford",-13.6802426756209,-0.759706479288713,,,,,,,-0.687302490790645,,,-5.10559233237935,-0.339982600990671,,,,,,,-0.511174436883804,,
"preston",-17.6107812996678,-0.622585963292679,-37.0320564497929,-0.920618869031302,-8.09318552635262,-0.565674253180247,-16.5306155962604,-0.715702655415169,,,-0.84375,-7.22224252093997,-0.331584589539581,5.79957492029528,0.11776713055179,2.160900023737,0.126641994453078,-4.09490286752967,-0.279713255485823,,,-0.654346597985837
"worthing",-23.9993076703145,-0.750333408707345,,,,,-14.2418961539727,-0.738216586054611,,,,-10.1006831927675,-0.330454168151017,,,,,-1.67432283660102,-0.128113444074041,,,
"cardiff",-19.3101125644482,-0.68860696492929,-29.5348021412998,-0.307601132931005,-14.2108087108105,-0.611492192586254,-10.2632667670337,-0.68298741493197,-0.716637183291486,-0.8932,-0.818181818181818,-7.16982755016682,-0.329619759882604,16.5091365703693,0.39833243846624,-1.97330881087538,-0.0946048991797721,-0.723447648757778,-0.0854726697485561,-0.568262540437154,-0.731925595238095,-0.667733030727714
"norwich",-12.75049561393,-0.695055219681416,-7.96922399787093,-0.112066610671857,-8.7576456615676,-0.607876476838504,-6.31617758938288,-0.624289479281539,,,,-4.84107359641896,-0.329211218231775,12.9237765954593,0.25704348468284,1.30391603525924,0.0968735002106062,1.02693548474714,0.105143575256506,,,
"aberdeen",-22.6096173775607,-0.762764823172202,-23.5581691893327,-0.529538989505309,-14.1904145798795,-0.7438137182376,-7.96786196665864,-0.722333264658647,-0.71109880508485,,,-8.31466313168516,-0.314006684786886,-9.651170817085,-0.196524605717671,-1.42431496598084,-0.0880303136291867,-0.0366096359849748,0.0187950218200474,-0.520959242016678,,
"edinburgh",-35.1066490880525,-0.782505996476339,-37.4493351255133,-0.357951445077017,-20.289400979233,-0.828215406386597,-11.4166859071859,-0.786799315526149,-0.74079471427107,-0.9113,-0.804347826086957,-8.95635252528362,-0.313440170649212,6.08034956302114,0.132962317159642,-4.02055007665238,-0.256301117118476,-1.5320985523414,-0.186296623103721,-0.601435229682572,-0.765966666666667,-0.639890288051885
"doncaster",-23.1045050822152,-0.717481884021744,,,,,,,,,,-9.55114153015488,-0.310586967611271,,,,,,,,,
"northampton",-10.5740443402886,-0.676840563116099,-26.6612529825914,-0.26460274515653,,,-4.43926998038458,-0.42639640580662,,,,-3.70871562310386,-0.303843394148406,2.50943868466257,0.0647574434769942,,,1.20220457114375,0.0858398250038268,,,
"sheffield",-21.1830066901983,-0.632907956334575,-14.8642922561969,-0.159295564679218,-20.1365803430239,-0.6067522333598,-17.1792422301962,-0.570260011758551,,-0.8799,-0.852941176470588,-8.84494264815441,-0.302861240337639,8.32376904437636,0.17941287810174,-4.81447573235149,-0.182660439080938,-3.8418813248072,-0.220184551038646,,-0.609813095238095,-0.637311447520018
"middlesbrough",-16.9830074629222,-0.738935157562153,-19.0433672186183,-0.326502152937068,-11.132688706077,-0.507946844067207,-9.09501796268767,-0.736969395135325,-0.752837667935672,,-0.8,-4.86262479552632,-0.298783928388358,3.85043578128778,0.0892692194424473,-0.743733335338301,-0.0323687163319286,-1.66015249122149,-0.197386347781557,-0.459334643270893,,-0.547762964780509
"dundee",-6.85525579866741,-0.858149307960341,,,,,,,-0.787441732931176,,,-2.42329165912912,-0.295983456783962,,,,,,,-0.627342692258071,,
"blackburn",-14.3816988284879,-0.738607927202104,,,,,,,-0.742823152123312,,,-4.25120090467635,-0.276282910506049,,,,,,,-0.528467494386051,,
"leicester",-19.0107684695717,-0.595021268276792,-30.9891564780608,-0.377437736281216,-15.6753095017777,-0.641402724312034,-7.9334475766674,-0.653710486537323,-0.778227628022143,,-0.842105263157895,-6.86537615343586,-0.253770754963778,1.85165123674311,0.0687531393084658,-5.73168217589679,-0.247480428197832,-1.43540677863179,-0.150165129015435,-0.619766452670168,,-0.652565140055117
"brighton",-17.9068557618021,-0.750813551340452,-22.9302166040802,-0.316394632236381,,,Inf,Inf,-0.717082557209422,,,-3.48181887991263,-0.24447466365184,10.0208856108566,0.203006803697835,,,,,-0.532264026344074,,
"bournemouth",-18.0786992213122,-0.743108833506254,-28.9382246156858,-0.32760809343171,,,-15.5008224785455,-0.699605331395187,-0.687151811397484,,-0.822222222222222,-4.19567797620872,-0.208879600443003,-2.05694303551366,-0.00285762354644701,,,0.811903920435287,0.0573550132694151,-0.483756185352865,,-0.616803680795979
"hull",-17.9339966464176,-0.750295108144658,-37.4626152581136,-0.35837469828307,-13.7712299010132,-0.458545463889571,-15.3078536229676,-0.600679112393862,-0.74761588643066,,-0.833333333333333,-3.61915773640793,-0.194097528970115,4.28995646150614,0.113016535124697,-0.139710733542085,-0.00986019795566132,1.18490407978679,0.104159489159363,-0.521831868212655,,-0.59857475718764
"southampton",-17.8566661259616,-0.710367385552336,-4.56934362917707,-0.0920060981480172,-17.1704312755205,-0.61161977173311,-13.754073366001,-0.742412074742882,-0.75735882206401,,-0.868421052631579,-3.83119818319396,-0.185652963145874,16.6876092619453,0.374513292401358,1.51710717591278,0.0575384349824804,-0.588886390421335,-0.0702040143060266,-0.590970736818849,,-0.711632044677672
"newport",-11.1908074837084,-0.586027471061235,,,-15.5554133932359,-0.67948596694696,-11.988174078409,-0.720174138194465,-0.772289329630265,,,0.216867585074922,0.000293677573340797,,,-0.467358131717754,-0.0421450812422829,0.391432887012652,0.0259188052997485,-0.53177904912829,,
"milton keynes",,,,,,,,,-0.738661726970438,,,,,,,,,,,-0.589895961662205,,
"peterborough",,,,,,,,,-0.799915162847236,,,,,,,,,,,-0.621338996323651,,
"slough",,,,,,,,,-0.850271874753737,,,,,,,,,,,-0.724599207790573,,
"stoke",,,,,,,,,-0.809341775176204,,,,,,,,,,,-0.641816317829617,,
