"poll","region_name","anomaly_lockdown","offsetted_lockdown","anomaly_last","offsetted_last","delta_rebound","delta_rebound_relative"
"no2","Bristol",-6.42084509958008,21.7233586274146,-0.507739691926608,27.636464035068,5.91310540765347,0.272200330946579
"no2","Bradford",-4.58748784129527,38.0707662809255,-0.132957582348705,42.525296539872,4.45453025894656,0.11700658258561
"no2","Portsmouth",2.18662725561881,23.510772738616,6.55519915791917,27.8793446409164,4.36857190230036,0.185811498025544
"no2","Plymouth",-2.1923714826286,16.0355749046974,1.97746131961381,20.2054077069399,4.16983280224241,0.260036377056921
"no2","Swansea",-3.4867499395964,16.0544349451156,-0.0314413529816771,19.5097435317303,3.45530858661472,0.215224553117391
"no2","Swindon",-3.15540691249973,9.27572692286237,0.157669972106859,12.588803807469,3.31307688460659,0.357177061394582
"no2","Nottingham",-4.12951980702269,26.5551770466453,-1.16506405126672,29.5196328024013,2.96445575575597,0.111633816281803
"no2","Southend",-2.70601889154249,16.5135122753994,0.237224391422583,19.4567555583644,2.94324328296508,0.178232421660515
"no2","Exeter",-5.16626936632567,25.282908785337,-2.41648757249985,28.0326905791628,2.74978179382582,0.108760499718314
"no2","Barnsley",-1.10313454869585,15.0143046597966,1.53656965491685,17.6540088634093,2.6397042036127,0.175812617595337
"no2","Leeds",-5.02625589075206,26.0700165675978,-2.49548176601925,28.6007906923307,2.53077412473282,0.0970760458924406
"no2","Hull",-1.77775379132675,22.8860107443535,0.745337362619851,25.4091018983001,2.5230911539466,0.110246000586585
"no2","Bournemouth",-2.10076389927347,13.3492266975442,0.377945263491672,15.8279358603094,2.47870916276514,0.185681854007403
"no2","Sheffield",1.51962497526911,30.2570823874572,3.7164694918889,32.453926904077,2.1968445166198,0.0726059601017737
"no2","Luton",-1.00184376144206,40.2656671496321,1.1540517235786,42.4215626346528,2.15589548502066,0.05354177982471
"no2","Dundee",-1.34194098976769,10.0397227042675,0.666612884408735,12.0482765784439,2.00855387417642,0.200060692246277
"no2","Coventry",-2.55361780829041,22.4153220732389,-0.618352303178647,24.3505875783507,1.93526550511176,0.0863367253340617
"no2","Middlesbrough",-3.66974150262818,11.7487970939416,-1.74517395187844,13.6733646446914,1.92456755074974,0.163809753063329
"no2","Derby",-5.03919577151401,30.1343238569477,-3.23762675462838,31.9358928738333,1.80156901688563,0.0597846172171628
"no2","Glasgow",-7.36841302757613,27.052891970355,-5.8006095236063,28.6206954743248,1.56780350396983,0.0579532682009693
"no2","Preston",-3.31750868978758,19.0588496295674,-1.78711324201185,20.5892450773432,1.53039544777573,0.080298416615949
"no2","Sunderland",-2.2282763190136,13.8685460023042,-0.88906560935286,15.2077567119649,1.33921070966074,0.0965646081022648
"no2","Blackburn",-0.603606410347914,19.1449732385589,0.685239324650925,20.4338189735577,1.28884573499884,0.0673203205321302
"no2","Norwich",-2.29855205985712,11.6729443794992,-1.02649448547922,12.9450019538771,1.2720575743779,0.108974868124274
"no2","Liverpool",-1.91727453330794,16.288276682474,-0.703219876968279,17.5023313388137,1.21405465633966,0.0745354883151
"no2","Edinburgh",-0.283091341619643,26.5938225983102,0.887769314822916,27.7646832547528,1.17086065644256,0.0440275425661054
"no2","Northampton",-0.9377288439418,12.8302165974232,0.185873965757735,13.9538194071227,1.12360280969954,0.0875747343131525
"no2","Others",-2.0113390479139,15.9173922099101,-0.918905518334621,17.1200263337795,1.09243352957928,0.0686314388169144
"no2","Reading",-6.08887066048162,21.1908159862373,-5.081558789216,22.1981278575029,1.00731187126562,0.0475353035918879
"no2","London",-6.40727823431568,32.1236358596386,-5.43220700542744,33.0987070885268,0.975071228888237,0.0303537007189574
"no2","Southampton",-5.46879588689255,27.3064732988712,-4.57048470451742,28.2047844812463,0.898311182375122,0.0328973709839072
"no2","Birkenhead",-4.95791385369625,14.8378508939917,-4.11422070422976,15.6815440434582,0.843693149466491,0.0568608726084537
"no2","Blackpool",-1.49228118052547,11.7425725757208,-0.668348241208387,12.5665055150379,0.823932939317083,0.0701663058928557
"no2","Worthing",-2.69229641879987,31.0662778493796,-1.92412978490899,31.8344444832705,0.768166633890883,0.0247267032637521
"no2","Birmingham",-2.06941324091876,23.7572354385666,-1.4412380478653,24.38541063162,0.628175193053457,0.0264414264310275
"no2","Wigan",-1.91762042252308,17.4746808292635,-1.57786126202199,17.8144399897646,0.339759160501087,0.0194429394059157
"no2","Oxford",-1.79693255468393,23.4902776395063,-1.57575915837138,23.7114510358188,0.221173396312544,0.00941552925456151
"no2","York",-4.28576232519361,20.7032447091012,-4.14388007227981,20.8451269620151,0.141882252913798,0.00685314089203738
"no2","Belfast",-4.61733668804016,32.2608756472635,-4.72179162368575,32.1564207116179,-0.104454935645585,-0.00323782084490459
"no2","Cambridge",0.408528364425262,25.8878089492307,0.24559586789557,25.724876452701,-0.162932496529693,-0.00629379245069461
"no2","Chatham",-1.38861346105392,22.5699667961346,-2.20651867958571,21.7520615776028,-0.817905218531792,-0.0362386540449794
"no2","Brighton",0.101314683513105,15.7397863471719,-1.00613962477873,14.6323320388801,-1.10745430829183,-0.0703601868452819
"no2","Cardiff",1.88035670946713,22.9839410310516,0.64884016381505,21.7524244853996,-1.23151654565208,-0.053581609176089
"no2","Telford",-0.728269215010012,14.2522892287452,-2.06401799784541,12.9165404459098,-1.3357487828354,-0.093721700521019
"no2","Manchester",-1.93100538280225,26.0957847913331,-3.73043268323376,24.2963574909016,-1.7994273004315,-0.0689547110700088
"no2","Warrington",-5.67675059090987,18.8911787157548,-7.53972052864166,17.028208778023,-1.86296993773179,-0.098615865413317
"no2","Leicester",0.339796148434885,30.7215089067914,-1.90375250088288,28.4779602574737,-2.24354864931776,-0.0730285955720682
"no2","Doncaster",3.64315293731129,30.0244769156511,1.03029084475066,27.4116148230905,-2.61286209256063,-0.0870244001219754
"no2","Aberdeen",-1.4175577518051,30.0746995275975,-4.29695012891058,27.195307150492,-2.87939237710547,-0.0957413514460302
"no2","Newport",7.07734005722315,27.7850908104648,-2.21468568562832,18.4930650676134,-9.29202574285146,-0.334424882979032
"o3","Aberdeen",-9.08595864711533,38.3929276680799,2.0775613616882,49.5564476768835,11.1635200088035,0.290770219591379
"o3","Belfast",-2.59382534430439,39.1205319077388,-0.23314057373902,41.4812166783042,2.36068477056537,0.0603438822389422
"o3","Northampton",-3.91813275770496,48.4046427555254,-3.78161386254817,48.5411616506822,0.136518895156793,0.00282036778674932
"o3","London",7.09121829866073,41.2214363653612,5.11247890403884,39.2426969707394,-1.97873939462189,-0.0480026794089262
"o3","Liverpool",7.63123054369617,55.7395028680179,5.26482658471992,53.3730989090416,-2.36640395897625,-0.0424547015530352
"o3","Leicester",-1.47711270965807,38.0397208026775,-4.56522080354795,34.9516127087876,-3.08810809388988,-0.0811811450959051
"o3","Coventry",1.95241920168449,46.8389331716734,-2.00379705855262,42.8827169114363,-3.95621626023711,-0.0844642691953902
"o3","Manchester",3.98923617819631,39.8749593038928,-0.808465649318881,35.0772574763776,-4.79770182751519,-0.120318663925177
"o3","Middlesbrough",3.37595749996538,49.0545871893856,-2.04362807562032,43.6350016137999,-5.4195855755857,-0.110480709065235
"o3","Nottingham",3.78332195039131,42.4037408440378,-1.69106034590107,36.9293585477454,-5.47438229629238,-0.129101399719127
"o3","Birmingham",1.3728928321471,46.5307249477381,-4.15893791603259,40.9988941995584,-5.53183074817969,-0.118885548299385
"o3","Reading",7.9574574023333,48.6656939991168,1.95446803987737,42.6627046366609,-6.00298936245593,-0.123351561832548
"o3","Others",3.58663595821508,58.2689843799595,-3.54804165105038,51.1810396324948,-7.13467760926546,-0.122443829855378
"o3","Plymouth",4.26583847154085,53.7828503698677,-2.88120777649711,46.6358041218297,-7.14704624803796,-0.132887085732484
"o3","Glasgow",7.05277163457925,48.9599446169283,-0.776967623484664,41.1302053588644,-7.82973925806391,-0.159921325878231
"o3","Cardiff",8.48827870439764,50.1516506767164,0.0574959465155364,41.7208679188343,-8.43078275788211,-0.168105788027356
"o3","Sheffield",1.97719337236264,47.2306214791349,-6.51357958748147,38.7398485192908,-8.49077295984411,-0.179772628306301
"o3","Bournemouth",0.696968501037821,58.6524351636381,-7.86502371596946,50.0904429466308,-8.56199221700728,-0.145978460964488
"o3","Southampton",11.0495463108262,49.7828213350164,2.44509650606265,41.1783715302529,-8.60444980476351,-0.172839738167095
"o3","Sunderland",0.113722499701346,52.8239088190588,-8.83560493375055,43.8745813856069,-8.9493274334519,-0.169418122087606
"o3","Hull",4.01457283297951,50.5354836268609,-5.11676097638521,41.4041498174962,-9.13133380936472,-0.180691529080592
"o3","Birkenhead",5.41122984774056,55.287893239705,-3.84306577509258,46.0335976168719,-9.25429562283313,-0.167383763072874
"o3","Brighton",6.01746718484345,52.4113622257416,-3.90394639472617,42.489948646172,-9.92141357956962,-0.189298906920927
"o3","Wigan",3.54736998756469,48.9473478800254,-6.44978213419339,38.9501957582673,-9.99715212175808,-0.204242978521779
"o3","Swansea",2.36558967636994,54.3615036419197,-7.6546498258165,44.3412641397332,-10.0202395021864,-0.184326018062156
"o3","Leeds",9.38427574657702,49.0613928083252,-1.24946826524934,38.4276487964988,-10.6337440118264,-0.216743622696784
"o3","Bristol",5.4288740970059,49.2176664775929,-5.31433652284601,38.474455857741,-10.7432106198519,-0.218279560749653
"o3","Preston",6.11730379859468,51.8610728144582,-4.66844391397735,41.0753251018862,-10.785747712572,-0.207973864157417
"o3","Norwich",11.4258210259624,58.9492784187334,0.092353622843415,47.6158110156144,-11.333467403119,-0.192257949666732
"o3","Blackpool",2.29672850750868,58.1719233154896,-9.87289258752078,46.0023022204601,-12.1696210950295,-0.209200940959589
"o3","Exeter",4.13757941912105,44.4539221378925,-8.18252657721788,32.1338161415536,-12.3201059963389,-0.277143284638034
"o3","Edinburgh",10.6721856582162,58.0101795406434,-1.66196400775735,45.6760298746698,-12.3341496659736,-0.212620435993168
"o3","Southend",9.2260450088125,55.4157128500877,-4.65787265883346,41.5317951824418,-13.883917667646,-0.250541172414495
"o3","Barnsley",9.5514777018032,54.5138987302969,-12.3389868339874,32.6234341945063,-21.8904645357906,-0.40155749351357
"pm10","Southend",-0.520576741769565,10.5018840416215,3.21760794279801,14.2400687261891,3.73818468456758,0.355953719328098
"pm10","Leeds",1.16245990000917,17.8694689966191,3.83684452151651,20.5438536181264,2.67438462150733,0.149662232381574
"pm10","Norwich",-0.980660999058953,14.8838999845286,0.882582735775813,16.7471437193634,1.86324373483477,0.125185182430113
"pm10","Oxford",-2.17539285701016,11.0050771109556,-0.412121201873071,12.7683487660927,1.76327165513709,0.1602234711633
"pm10","Middlesbrough",-0.587572886427691,15.6808021141559,1.08376805657332,17.3521430571569,1.67134094300101,0.106585168975011
"pm10","London",-1.73516215241323,18.5005163466279,-0.281802275631922,19.9538762234092,1.45335987678131,0.078557800741935
"pm10","Cardiff",-3.35197989039662,15.3366867709152,-1.96255089292824,16.7261157683836,1.38942899746838,0.0905951212424392
"pm10","Coventry",-3.41655769203579,14.573161028842,-2.05367751512687,15.9360412057509,1.36288017690892,0.0935198735683786
"pm10","Birmingham",-3.60116497894863,12.9295912263451,-2.34296527978481,14.1877909255089,1.25819969916382,0.097311637865251
"pm10","Nottingham",-1.57916748386344,17.0660471189575,-0.402459580205662,18.2427550226153,1.17670790365778,0.0689502317353066
"pm10","Sheffield",-1.09138354495411,15.2795620126797,0.0752444224601744,16.446189980094,1.16662796741429,0.0763521864334961
"pm10","Hull",-1.95720429535081,18.5636893367272,-1.25843668084216,19.2624569512359,0.698767614508658,0.0376416347975715
"pm10","Bristol",0.809026696248197,18.5309740120074,1.37746877819205,19.0994160939512,0.568442081943858,0.0306752403611126
"pm10","Wigan",0.346714899221007,12.4527100785843,0.895431037717011,13.0014262170803,0.548716138496004,0.0440639937036408
"pm10","Reading",2.24717965094076,17.6650851290124,2.53279666561723,17.9507021436889,0.28561701467647,0.0161684482463877
"pm10","Others",-0.283299444182741,14.5035942204749,-0.0196440790264969,14.6911556789174,0.263655365156244,0.0181786225640565
"pm10","Newport",-1.62562968966035,13.6261869315802,-1.40169417981044,13.8501224414301,0.223935509849906,0.0164342020973535
"pm10","Southampton",-0.845332741884861,17.7663981221912,-0.757519741316972,17.8542111227591,0.087813000567889,0.00494264509688126
"pm10","Birkenhead",0.531707574557894,11.3984366275098,0.41213765399454,11.2788667069464,-0.119569920563354,-0.0104900281039223
"pm10","Swansea",-0.699841216686492,19.9232834163871,-0.966080991451357,19.6570436416223,-0.266239774764865,-0.013363247874388
"pm10","Sunderland",2.54282473953233,14.2869793186489,2.11865467332085,13.8628092524374,-0.424170066211483,-0.0296892755810048
"pm10","York",3.93613037581663,20.3403675728283,3.45278274066254,19.8570199376743,-0.483347635154091,-0.0237629744606863
"pm10","Chatham",0.823589590737412,23.859078676539,0.209139849977159,23.2446289357787,-0.614449740760252,-0.0257532886785126
"pm10","Preston",1.89792202137979,13.6149606062777,1.21604730978184,12.9330858946797,-0.681874711597954,-0.050082753179877
"pm10","Manchester",-0.401363236272727,15.8368124633228,-1.30055006603621,14.9376256335593,-0.899186829763478,-0.056778270996512
"pm10","Liverpool",-0.0340155803047166,14.6297119119871,-0.971865458836543,13.6918620334552,-0.937849878531826,-0.0641058336742357
"pm10","Edinburgh",-0.204227935109138,10.68606797292,-1.27339238982257,9.61690351820655,-1.06916445471343,-0.100052185464555
"pm10","Plymouth",-2.17697719727582,14.7658913247505,-3.52146311701809,13.4214054050082,-1.34448591974227,-0.0910534887581522
"pm10","Aberdeen",-0.97654691245086,12.396500187693,-2.5230181174396,10.8500289827043,-1.54647120498874,-0.124750629740162
"pm10","Leicester",-4.70546546981608,17.8482881730513,-6.66286318899512,15.8908904538722,-1.95739771917904,-0.109668652825456
"pm10","Belfast",2.07517408726875,19.039669657918,-0.20938736616665,16.7551082044826,-2.2845614534354,-0.119989553100535
"pm10","Warrington",1.23485565658851,16.3037768853849,-1.15021524029195,13.9187059885044,-2.38507089688046,-0.146289471062285
"pm10","Blackpool",3.9531498529605,16.6273467222527,1.14296482494886,13.817161694241,-2.81018502801164,-0.16900982910585
"pm10","Portsmouth",3.22705522737512,20.211889743392,-0.00995287313237521,16.9748816428845,-3.2370081005075,-0.160153659138468
"pm10","Glasgow",0.8688928323139,13.1706892603436,-2.85786980232326,9.44392662570641,-3.72676263463716,-0.282958815667932
"pm25","Norwich",-1.57433552235799,10.0803247048083,-0.0846129044765117,11.5700473226898,1.48972261788148,0.147785181678808
"pm25","Oxford",-2.73221507491546,7.2351320739826,-2.1910843045795,7.77626284431855,0.541130770335953,0.0747921067373254
"pm25","York",-1.7619968110041,8.32510920841603,-1.22320956371205,8.86389645570809,0.538787247292047,0.0647183398804397
"pm25","London",-1.78797274871782,10.192211260699,-1.2633935576871,10.7167904517297,0.524579191030718,0.0514686340003066
"pm25","Cardiff",-2.14053014755062,7.89577502618694,-1.77886600876474,8.25743916497282,0.361664138785874,0.0458047674340248
"pm25","Bristol",-1.35802570763643,9.66411032654554,-1.01033485432664,10.0118011798553,0.34769085330979,0.0359775335298839
"pm25","Reading",-1.88268319628307,7.49656672394254,-1.76263024282859,7.61661967739702,0.120052953454481,0.0160143913707933
"pm25","Middlesbrough",-2.01862701724635,6.93884483726705,-2.05036216225374,6.90710969225966,-0.0317351450073926,-0.00457354873205262
"pm25","Birmingham",-2.53426046339472,8.34638872435386,-2.63034425059175,8.25030493715682,-0.0960837871970357,-0.0115120191942024
"pm25","Sheffield",-1.57718401534587,9.85206929004443,-1.69242549217752,9.73682781321279,-0.115241476831645,-0.011697184970887
"pm25","Hull",-0.475335338066685,9.91632686394545,-0.661184855083583,9.73047734692854,-0.185849517016898,-0.0187417699685379
"pm25","Others",-0.511040746404261,8.40827821083743,-0.779406387196111,7.98654331461595,-0.26836564079185,-0.0319168364869223
"pm25","Newport",-1.29706946825137,8.33325170555224,-1.58625035200308,8.04407082180053,-0.289180883751706,-0.0347020459683262
"pm25","Bournemouth",0.111076226582743,12.0575272186742,-0.184647604651242,11.7618033874403,-0.295723831233985,-0.0245260761904795
"pm25","Southend",-2.26859986373549,9.53300354834683,-2.60345225087121,9.19815116121111,-0.334852387135723,-0.0351255913666152
"pm25","Coventry",-2.93075164208332,8.06569755557597,-3.29585830573233,7.70059089192695,-0.365106663649012,-0.0452665948770428
"pm25","Leicester",-1.67345020707843,9.18649471455923,-2.28755903193646,8.57238588970119,-0.61410882485803,-0.0668490914042283
"pm25","Leeds",-0.125701643926698,11.2147466370344,-0.743030480576183,10.5974178003849,-0.617328836649485,-0.0550461688194438
"pm25","Northampton",-0.70845134000297,10.0703244774838,-1.45132836998726,9.32744744749949,-0.742877029984291,-0.0737689268747287
"pm25","Worthing",-1.26369778398285,8.63188234273762,-2.02346636704926,7.87211375967122,-0.759768583066413,-0.0880188761731257
"pm25","Nottingham",-0.268567284632558,10.9431492241101,-1.21987884626208,9.99183766248062,-0.951311561629523,-0.0869321565618037
"pm25","Birkenhead",-0.0322573313074661,7.376158850211,-1.3586658992471,6.04975028227137,-1.32640856793963,-0.179823753104461
"pm25","Manchester",-0.44360090291951,9.68202776797977,-1.78575968280314,8.33986898809615,-1.34215877988363,-0.138623727595824
"pm25","Liverpool",-0.775062899609284,7.98784210174293,-2.14732202352077,6.61558297783144,-1.37225912391149,-0.171793471432299
"pm25","Edinburgh",-0.135288255867216,6.25577135613891,-1.5323444765319,4.85871513547422,-1.39705622066468,-0.223322775263154
"pm25","Glasgow",-0.397998037611212,6.96729418241339,-1.93188363838602,5.43340858163858,-1.53388560077481,-0.220155136357898
"pm25","Aberdeen",-0.0810949669244446,6.76192926624253,-1.66459721742688,5.1784270157401,-1.58350225050243,-0.234179061648534
"pm25","Preston",-0.35468613713667,8.66300054996053,-2.1807108295683,6.8369758575289,-1.82602469243163,-0.210784321425438
"pm25","Warrington",-1.22220222881323,8.81292049989945,-3.21161221598087,6.82351051273181,-1.98940998716764,-0.225737879649583
"pm25","Wigan",-1.12361394139678,9.18332093329942,-3.3249480565183,6.98198681817791,-2.20133411512152,-0.239710027680653
"pm25","Sunderland",-0.520657387266913,8.33830711257078,-3.27460326053899,5.5843612392987,-2.75394587327208,-0.330276378177561
"pm25","Southampton",-1.9381190413169,10.3500116622878,-4.72647238460729,7.5616583189974,-2.7883533432904,-0.269405816560602
"pm25","Belfast",-2.45898421239049,8.99267762743195,-5.53739876778498,5.91426307203747,-3.07841455539448,-0.342324575942081
"pm25","Swansea",-0.937249963331006,10.9611974529289,-4.2917651344053,7.60668228185462,-3.3545151710743,-0.306035466059225
"pm25","Blackpool",1.94403283650104,10.5009691107383,-1.71837123958434,6.83856503465297,-3.66240407608537,-0.348768198198029
"pm25","Chatham",-1.79840770423229,12.4688896027961,-5.75284696109428,8.51445034593413,-3.95443925686198,-0.317144459758086
"pm25","Plymouth",-0.82505748117804,9.53840431514084,-5.10869463634354,5.25476715997534,-4.28363715516551,-0.449093686285226
